metric,emotion,value,split,model,genre
mae,macro,0.15004897884155252,leave_one_genre_out,XGBoost,classical
pearson,macro,0.18235516385230752,leave_one_genre_out,XGBoost,classical
spearman,macro,0.18899367737579997,leave_one_genre_out,XGBoost,classical
ece,macro,0.08654797922851784,leave_one_genre_out,XGBoost,classical
topk_overlap,macro,0.44666666666666666,leave_one_genre_out,XGBoost,classical
mae,amazement,0.17818994275737995,leave_one_genre_out,MLP,classical
pearson,amazement,-0.0711678661835046,leave_one_genre_out,MLP,classical
spearman,amazement,-0.08653119384044823,leave_one_genre_out,MLP,classical
ece,amazement,0.17454902422977914,leave_one_genre_out,MLP,classical
mae,solemnity,0.2261920707985371,leave_one_genre_out,MLP,classical
pearson,solemnity,0.00873197143714673,leave_one_genre_out,MLP,classical
spearman,solemnity,0.03218890087947181,leave_one_genre_out,MLP,classical
ece,solemnity,0.19821576577401673,leave_one_genre_out,MLP,classical
mae,tenderness,0.232050896369086,leave_one_genre_out,MLP,classical
pearson,tenderness,0.1976976608842061,leave_one_genre_out,MLP,classical
spearman,tenderness,0.20604676425330595,leave_one_genre_out,MLP,classical
ece,tenderness,0.18733017167882673,leave_one_genre_out,MLP,classical
mae,nostalgia,0.24791910494976496,leave_one_genre_out,MLP,classical
pearson,nostalgia,0.12399412527308926,leave_one_genre_out,MLP,classical
spearman,nostalgia,0.15345877271514283,leave_one_genre_out,MLP,classical
ece,nostalgia,0.20749422833632888,leave_one_genre_out,MLP,classical
mae,calmness,0.2753800407499977,leave_one_genre_out,MLP,classical
pearson,calmness,0.17149592772432612,leave_one_genre_out,MLP,classical
spearman,calmness,0.198924584846208,leave_one_genre_out,MLP,classical
ece,calmness,0.19787213877537235,leave_one_genre_out,MLP,classical
mae,power,0.1647197386657231,leave_one_genre_out,MLP,classical
pearson,power,-0.05926876712415197,leave_one_genre_out,MLP,classical
spearman,power,0.0326327883774208,leave_one_genre_out,MLP,classical
ece,power,0.1443587540210413,leave_one_genre_out,MLP,classical
mae,joy,0.2645927294750553,leave_one_genre_out,MLP,classical
pearson,joy,-0.018116963491620546,leave_one_genre_out,MLP,classical
spearman,joy,0.0755955135552289,leave_one_genre_out,MLP,classical
ece,joy,0.24487720403129834,leave_one_genre_out,MLP,classical
mae,tension,0.20000133208740006,leave_one_genre_out,MLP,classical
pearson,tension,0.04217847671849555,leave_one_genre_out,MLP,classical
spearman,tension,0.10765764593664037,leave_one_genre_out,MLP,classical
ece,tension,0.1763930627438161,leave_one_genre_out,MLP,classical
mae,sadness,0.2978413267707023,leave_one_genre_out,MLP,classical
pearson,sadness,0.18074444219637506,leave_one_genre_out,MLP,classical
spearman,sadness,0.16480209080668926,leave_one_genre_out,MLP,classical
ece,sadness,0.2305706177378199,leave_one_genre_out,MLP,classical
mae,macro,0.23187635362484965,leave_one_genre_out,MLP,classical
pearson,macro,0.0640321119371513,leave_one_genre_out,MLP,classical
spearman,macro,0.09830842972551773,leave_one_genre_out,MLP,classical
ece,macro,0.1957401074809222,leave_one_genre_out,MLP,classical
topk_overlap,macro,0.44,leave_one_genre_out,MLP,classical
mae,amazement,0.07688711348225262,leave_one_genre_out,BaselineMean,electronic
pearson,amazement,,leave_one_genre_out,BaselineMean,electronic
spearman,amazement,,leave_one_genre_out,BaselineMean,electronic
ece,amazement,0.021030982455777725,leave_one_genre_out,BaselineMean,electronic
mae,solemnity,0.13884538742375926,leave_one_genre_out,BaselineMean,electronic
pearson,solemnity,,leave_one_genre_out,BaselineMean,electronic
spearman,solemnity,,leave_one_genre_out,BaselineMean,electronic
ece,solemnity,0.08658156716126819,leave_one_genre_out,BaselineMean,electronic
mae,tenderness,0.15066245886178944,leave_one_genre_out,BaselineMean,electronic
pearson,tenderness,,leave_one_genre_out,BaselineMean,electronic
spearman,tenderness,,leave_one_genre_out,BaselineMean,electronic
ece,tenderness,0.13683422958465855,leave_one_genre_out,BaselineMean,electronic
mae,nostalgia,0.1815446235822397,leave_one_genre_out,BaselineMean,electronic
pearson,nostalgia,,leave_one_genre_out,BaselineMean,electronic
spearman,nostalgia,,leave_one_genre_out,BaselineMean,electronic
ece,nostalgia,0.15453840881349926,leave_one_genre_out,BaselineMean,electronic
mae,calmness,0.1949849794725359,leave_one_genre_out,BaselineMean,electronic
pearson,calmness,,leave_one_genre_out,BaselineMean,electronic
spearman,calmness,,leave_one_genre_out,BaselineMean,electronic
ece,calmness,0.017351192143773453,leave_one_genre_out,BaselineMean,electronic
mae,power,0.15432508732473577,leave_one_genre_out,BaselineMean,electronic
pearson,power,,leave_one_genre_out,BaselineMean,electronic
spearman,power,,leave_one_genre_out,BaselineMean,electronic
ece,power,0.0926480178143381,leave_one_genre_out,BaselineMean,electronic
mae,joy,0.19511112791029364,leave_one_genre_out,BaselineMean,electronic
pearson,joy,,leave_one_genre_out,BaselineMean,electronic
spearman,joy,,leave_one_genre_out,BaselineMean,electronic
ece,joy,0.006242764486580399,leave_one_genre_out,BaselineMean,electronic
mae,tension,0.21269938030562485,leave_one_genre_out,BaselineMean,electronic
pearson,tension,,leave_one_genre_out,BaselineMean,electronic
spearman,tension,,leave_one_genre_out,BaselineMean,electronic
ece,tension,0.17667117664448667,leave_one_genre_out,BaselineMean,electronic
mae,sadness,0.1309312098411671,leave_one_genre_out,BaselineMean,electronic
pearson,sadness,,leave_one_genre_out,BaselineMean,electronic
spearman,sadness,,leave_one_genre_out,BaselineMean,electronic
ece,sadness,0.06775437711214682,leave_one_genre_out,BaselineMean,electronic
mae,macro,0.15955459646715534,leave_one_genre_out,BaselineMean,electronic
pearson,macro,,leave_one_genre_out,BaselineMean,electronic
spearman,macro,,leave_one_genre_out,BaselineMean,electronic
ece,macro,0.08440585735739212,leave_one_genre_out,BaselineMean,electronic
topk_overlap,macro,0.36666666666666664,leave_one_genre_out,BaselineMean,electronic
mae,amazement,0.13241084469220543,leave_one_genre_out,Ridge,electronic
pearson,amazement,-0.011084169870722419,leave_one_genre_out,Ridge,electronic
spearman,amazement,-0.0477671800049975,leave_one_genre_out,Ridge,electronic
ece,amazement,0.09654513807671418,leave_one_genre_out,Ridge,electronic
mae,solemnity,0.15050579642757694,leave_one_genre_out,Ridge,electronic
pearson,solemnity,0.30864403387777817,leave_one_genre_out,Ridge,electronic
spearman,solemnity,0.32403706027385376,leave_one_genre_out,Ridge,electronic
ece,solemnity,0.09428352861556896,leave_one_genre_out,Ridge,electronic
mae,tenderness,0.11271279805953846,leave_one_genre_out,Ridge,electronic
pearson,tenderness,0.16615399059307343,leave_one_genre_out,Ridge,electronic
spearman,tenderness,0.2142672093683062,leave_one_genre_out,Ridge,electronic
ece,tenderness,0.09475577279238348,leave_one_genre_out,Ridge,electronic
mae,nostalgia,0.1406888965250008,leave_one_genre_out,Ridge,electronic
pearson,nostalgia,0.19701269428903556,leave_one_genre_out,Ridge,electronic
spearman,nostalgia,0.194582436620701,leave_one_genre_out,Ridge,electronic
ece,nostalgia,0.10882085204768784,leave_one_genre_out,Ridge,electronic
mae,calmness,0.2353660494436953,leave_one_genre_out,Ridge,electronic
pearson,calmness,0.22422039230986132,leave_one_genre_out,Ridge,electronic
spearman,calmness,0.26791833270962395,leave_one_genre_out,Ridge,electronic
ece,calmness,0.16095324667136182,leave_one_genre_out,Ridge,electronic
mae,power,0.17829508710683176,leave_one_genre_out,Ridge,electronic
pearson,power,0.21575027978417693,leave_one_genre_out,Ridge,electronic
spearman,power,0.3110510919773611,leave_one_genre_out,Ridge,electronic
ece,power,0.12072995432644364,leave_one_genre_out,Ridge,electronic
mae,joy,0.21158590330741284,leave_one_genre_out,Ridge,electronic
pearson,joy,0.5701367942328472,leave_one_genre_out,Ridge,electronic
spearman,joy,0.6030796518982989,leave_one_genre_out,Ridge,electronic
ece,joy,0.09875402780338041,leave_one_genre_out,Ridge,electronic
mae,tension,0.18974960536436325,leave_one_genre_out,Ridge,electronic
pearson,tension,0.42384297413134575,leave_one_genre_out,Ridge,electronic
spearman,tension,0.437789913885381,leave_one_genre_out,Ridge,electronic
ece,tension,0.11320051646326072,leave_one_genre_out,Ridge,electronic
mae,sadness,0.13870938319830114,leave_one_genre_out,Ridge,electronic
pearson,sadness,0.2644277281171319,leave_one_genre_out,Ridge,electronic
spearman,sadness,0.26552105999578146,leave_one_genre_out,Ridge,electronic
ece,sadness,0.09812937943516768,leave_one_genre_out,Ridge,electronic
mae,macro,0.1655582626805473,leave_one_genre_out,Ridge,electronic
pearson,macro,0.26212274638494754,leave_one_genre_out,Ridge,electronic
spearman,macro,0.28560884185825663,leave_one_genre_out,Ridge,electronic
ece,macro,0.1095747129146632,leave_one_genre_out,Ridge,electronic
topk_overlap,macro,0.57,leave_one_genre_out,Ridge,electronic
mae,amazement,0.07673448148960457,leave_one_genre_out,RandomForest,electronic
pearson,amazement,0.07859824870126261,leave_one_genre_out,RandomForest,electronic
spearman,amazement,0.05336077289692683,leave_one_genre_out,RandomForest,electronic
ece,amazement,0.024841483517591884,leave_one_genre_out,RandomForest,electronic
mae,solemnity,0.13170436838077063,leave_one_genre_out,RandomForest,electronic
pearson,solemnity,0.29097586486041405,leave_one_genre_out,RandomForest,electronic
spearman,solemnity,0.27012180219849063,leave_one_genre_out,RandomForest,electronic
ece,solemnity,0.061779628458185396,leave_one_genre_out,RandomForest,electronic
mae,tenderness,0.09769416388803273,leave_one_genre_out,RandomForest,electronic
pearson,tenderness,0.3911565071594467,leave_one_genre_out,RandomForest,electronic
spearman,tenderness,0.42543352905455906,leave_one_genre_out,RandomForest,electronic
ece,tenderness,0.07490899388868712,leave_one_genre_out,RandomForest,electronic
mae,nostalgia,0.14465507905104474,leave_one_genre_out,RandomForest,electronic
pearson,nostalgia,0.27257248177405125,leave_one_genre_out,RandomForest,electronic
spearman,nostalgia,0.20946152903890328,leave_one_genre_out,RandomForest,electronic
ece,nostalgia,0.1030945924638793,leave_one_genre_out,RandomForest,electronic
mae,calmness,0.16333677186873133,leave_one_genre_out,RandomForest,electronic
pearson,calmness,0.4762064897280798,leave_one_genre_out,RandomForest,electronic
spearman,calmness,0.5175581458740577,leave_one_genre_out,RandomForest,electronic
ece,calmness,0.03790958814195618,leave_one_genre_out,RandomForest,electronic
mae,power,0.1341603715312952,leave_one_genre_out,RandomForest,electronic
pearson,power,0.41684964328908597,leave_one_genre_out,RandomForest,electronic
spearman,power,0.43180978928487795,leave_one_genre_out,RandomForest,electronic
ece,power,0.044177219242370135,leave_one_genre_out,RandomForest,electronic
mae,joy,0.16387819264945735,leave_one_genre_out,RandomForest,electronic
pearson,joy,0.48668154149698223,leave_one_genre_out,RandomForest,electronic
spearman,joy,0.4918440887289997,leave_one_genre_out,RandomForest,electronic
ece,joy,0.027314911402941233,leave_one_genre_out,RandomForest,electronic
mae,tension,0.16946487624384082,leave_one_genre_out,RandomForest,electronic
pearson,tension,0.22375443899016897,leave_one_genre_out,RandomForest,electronic
spearman,tension,0.2923436673877405,leave_one_genre_out,RandomForest,electronic
ece,tension,0.09310687947724011,leave_one_genre_out,RandomForest,electronic
mae,sadness,0.11871897676615266,leave_one_genre_out,RandomForest,electronic
pearson,sadness,0.3404158295756221,leave_one_genre_out,RandomForest,electronic
spearman,sadness,0.34782406176278374,leave_one_genre_out,RandomForest,electronic
ece,sadness,0.057774042804954524,leave_one_genre_out,RandomForest,electronic
mae,macro,0.13337192020765892,leave_one_genre_out,RandomForest,electronic
pearson,macro,0.3308012272861237,leave_one_genre_out,RandomForest,electronic
spearman,macro,0.3377508206919266,leave_one_genre_out,RandomForest,electronic
ece,macro,0.05832303771086732,leave_one_genre_out,RandomForest,electronic
topk_overlap,macro,0.6133333333333334,leave_one_genre_out,RandomForest,electronic
mae,amazement,0.07611038327059372,leave_one_genre_out,XGBoost,electronic
pearson,amazement,0.01147269404835917,leave_one_genre_out,XGBoost,electronic
spearman,amazement,0.010370771267879362,leave_one_genre_out,XGBoost,electronic
ece,amazement,0.019911351478026158,leave_one_genre_out,XGBoost,electronic
mae,solemnity,0.12206974505955395,leave_one_genre_out,XGBoost,electronic
pearson,solemnity,0.3994645406048378,leave_one_genre_out,XGBoost,electronic
spearman,solemnity,0.4225067086743946,leave_one_genre_out,XGBoost,electronic
ece,solemnity,0.04789032715414704,leave_one_genre_out,XGBoost,electronic
mae,tenderness,0.11882306765100868,leave_one_genre_out,XGBoost,electronic
pearson,tenderness,0.38360320321467584,leave_one_genre_out,XGBoost,electronic
spearman,tenderness,0.36659270481277323,leave_one_genre_out,XGBoost,electronic
ece,tenderness,0.10502429613489767,leave_one_genre_out,XGBoost,electronic
mae,nostalgia,0.15286297137556715,leave_one_genre_out,XGBoost,electronic
pearson,nostalgia,0.2807333727028835,leave_one_genre_out,XGBoost,electronic
spearman,nostalgia,0.23205588386989992,leave_one_genre_out,XGBoost,electronic
ece,nostalgia,0.11981093425988432,leave_one_genre_out,XGBoost,electronic
mae,calmness,0.17563620339259614,leave_one_genre_out,XGBoost,electronic
pearson,calmness,0.3736776456798435,leave_one_genre_out,XGBoost,electronic
spearman,calmness,0.390090124273604,leave_one_genre_out,XGBoost,electronic
ece,calmness,0.03169951126304602,leave_one_genre_out,XGBoost,electronic
mae,power,0.1428205481600246,leave_one_genre_out,XGBoost,electronic
pearson,power,0.29740285686288814,leave_one_genre_out,XGBoost,electronic
spearman,power,0.33294432951396163,leave_one_genre_out,XGBoost,electronic
ece,power,0.05883405284093151,leave_one_genre_out,XGBoost,electronic
mae,joy,0.1577757751978386,leave_one_genre_out,XGBoost,electronic
pearson,joy,0.5399154441220221,leave_one_genre_out,XGBoost,electronic
spearman,joy,0.548491105316648,leave_one_genre_out,XGBoost,electronic
ece,joy,0.030385965684449817,leave_one_genre_out,XGBoost,electronic
mae,tension,0.15308684942582607,leave_one_genre_out,XGBoost,electronic
pearson,tension,0.30650719319068315,leave_one_genre_out,XGBoost,electronic
spearman,tension,0.3274328617481069,leave_one_genre_out,XGBoost,electronic
ece,tension,0.04748650771927896,leave_one_genre_out,XGBoost,electronic
mae,sadness,0.13500203914410341,leave_one_genre_out,XGBoost,electronic
pearson,sadness,0.3534439003572034,leave_one_genre_out,XGBoost,electronic
spearman,sadness,0.3971721258611635,leave_one_genre_out,XGBoost,electronic
ece,sadness,0.08915035724318292,leave_one_genre_out,XGBoost,electronic
mae,macro,0.13713195363079025,leave_one_genre_out,XGBoost,electronic
pearson,macro,0.32735787230926633,leave_one_genre_out,XGBoost,electronic
spearman,macro,0.336406290593159,leave_one_genre_out,XGBoost,electronic
ece,macro,0.06113258930864937,leave_one_genre_out,XGBoost,electronic
topk_overlap,macro,0.5566666666666668,leave_one_genre_out,XGBoost,electronic
mae,amazement,0.27774212431250145,leave_one_genre_out,MLP,electronic
pearson,amazement,-0.01533580457735215,leave_one_genre_out,MLP,electronic
spearman,amazement,-0.06327318374405168,leave_one_genre_out,MLP,electronic
ece,amazement,0.23866387744066703,leave_one_genre_out,MLP,electronic
mae,solemnity,0.2995430033155103,leave_one_genre_out,MLP,electronic
pearson,solemnity,-0.05372669237681291,leave_one_genre_out,MLP,electronic
spearman,solemnity,-0.033574758627593876,leave_one_genre_out,MLP,electronic
ece,solemnity,0.233321418085398,leave_one_genre_out,MLP,electronic
mae,tenderness,0.3405185129524667,leave_one_genre_out,MLP,electronic
pearson,tenderness,-0.12022663364604394,leave_one_genre_out,MLP,electronic
spearman,tenderness,-0.17467131370007807,leave_one_genre_out,MLP,electronic
ece,tenderness,0.26468149754082493,leave_one_genre_out,MLP,electronic
mae,nostalgia,0.3196277667333229,leave_one_genre_out,MLP,electronic
pearson,nostalgia,-0.04197937387285136,leave_one_genre_out,MLP,electronic
spearman,nostalgia,-0.11406066962579006,leave_one_genre_out,MLP,electronic
ece,nostalgia,0.2356001259725099,leave_one_genre_out,MLP,electronic
mae,calmness,0.3276131656080017,leave_one_genre_out,MLP,electronic
pearson,calmness,0.046122749121575254,leave_one_genre_out,MLP,electronic
spearman,calmness,0.0277864591112161,leave_one_genre_out,MLP,electronic
ece,calmness,0.22685716270119988,leave_one_genre_out,MLP,electronic
mae,power,0.30117800699602815,leave_one_genre_out,MLP,electronic
pearson,power,0.24107262513062508,leave_one_genre_out,MLP,electronic
spearman,power,0.24849073125020857,leave_one_genre_out,MLP,electronic
ece,power,0.20916536223403434,leave_one_genre_out,MLP,electronic
mae,joy,0.32022033661075144,leave_one_genre_out,MLP,electronic
pearson,joy,0.3918192669824781,leave_one_genre_out,MLP,electronic
spearman,joy,0.3790317505031999,leave_one_genre_out,MLP,electronic
ece,joy,0.2036693095940609,leave_one_genre_out,MLP,electronic
mae,tension,0.33802563185067513,leave_one_genre_out,MLP,electronic
pearson,tension,0.23315463760248398,leave_one_genre_out,MLP,electronic
spearman,tension,0.24915297480954438,leave_one_genre_out,MLP,electronic
ece,tension,0.1710606147414472,leave_one_genre_out,MLP,electronic
mae,sadness,0.2446612605367999,leave_one_genre_out,MLP,electronic
pearson,sadness,0.12393492677744437,leave_one_genre_out,MLP,electronic
spearman,sadness,0.1925295949336067,leave_one_genre_out,MLP,electronic
ece,sadness,0.19622095844701226,leave_one_genre_out,MLP,electronic
mae,macro,0.30768108987956194,leave_one_genre_out,MLP,electronic
pearson,macro,0.08942618901572737,leave_one_genre_out,MLP,electronic
spearman,macro,0.07904573165669576,leave_one_genre_out,MLP,electronic
ece,macro,0.21991559186190607,leave_one_genre_out,MLP,electronic
topk_overlap,macro,0.54,leave_one_genre_out,MLP,electronic
mae,amazement,0.08490571682324687,leave_one_genre_out,BaselineMean,pop
pearson,amazement,,leave_one_genre_out,BaselineMean,pop
spearman,amazement,,leave_one_genre_out,BaselineMean,pop
ece,amazement,0.0022259217688840593,leave_one_genre_out,BaselineMean,pop
mae,solemnity,0.12776977453345661,leave_one_genre_out,BaselineMean,pop
pearson,solemnity,,leave_one_genre_out,BaselineMean,pop
spearman,solemnity,,leave_one_genre_out,BaselineMean,pop
ece,solemnity,0.07767310969077904,leave_one_genre_out,BaselineMean,pop
mae,tenderness,0.16874947165666718,leave_one_genre_out,BaselineMean,pop
pearson,tenderness,,leave_one_genre_out,BaselineMean,pop
spearman,tenderness,,leave_one_genre_out,BaselineMean,pop
ece,tenderness,0.09186228495306614,leave_one_genre_out,BaselineMean,pop
mae,nostalgia,0.16163411559601965,leave_one_genre_out,BaselineMean,pop
pearson,nostalgia,,leave_one_genre_out,BaselineMean,pop
spearman,nostalgia,,leave_one_genre_out,BaselineMean,pop
ece,nostalgia,0.0952682654041111,leave_one_genre_out,BaselineMean,pop
mae,calmness,0.18610855320444064,leave_one_genre_out,BaselineMean,pop
pearson,calmness,,leave_one_genre_out,BaselineMean,pop
spearman,calmness,,leave_one_genre_out,BaselineMean,pop
ece,calmness,0.024372242168000158,leave_one_genre_out,BaselineMean,pop
mae,power,0.15643293808069048,leave_one_genre_out,BaselineMean,pop
pearson,power,,leave_one_genre_out,BaselineMean,pop
spearman,power,,leave_one_genre_out,BaselineMean,pop
ece,power,0.06904752253187146,leave_one_genre_out,BaselineMean,pop
mae,joy,0.20239883153412352,leave_one_genre_out,BaselineMean,pop
pearson,joy,,leave_one_genre_out,BaselineMean,pop
spearman,joy,,leave_one_genre_out,BaselineMean,pop
ece,joy,0.020488637355608852,leave_one_genre_out,BaselineMean,pop
mae,tension,0.1596278577470216,leave_one_genre_out,BaselineMean,pop
pearson,tension,,leave_one_genre_out,BaselineMean,pop
spearman,tension,,leave_one_genre_out,BaselineMean,pop
ece,tension,0.05891213263101336,leave_one_genre_out,BaselineMean,pop
mae,sadness,0.13581039743608003,leave_one_genre_out,BaselineMean,pop
pearson,sadness,,leave_one_genre_out,BaselineMean,pop
spearman,sadness,,leave_one_genre_out,BaselineMean,pop
ece,sadness,0.04783741152328971,leave_one_genre_out,BaselineMean,pop
mae,macro,0.15371529517908294,leave_one_genre_out,BaselineMean,pop
pearson,macro,,leave_one_genre_out,BaselineMean,pop
spearman,macro,,leave_one_genre_out,BaselineMean,pop
ece,macro,0.054187503114069314,leave_one_genre_out,BaselineMean,pop
topk_overlap,macro,0.42333333333333334,leave_one_genre_out,BaselineMean,pop
mae,amazement,0.09449553701219963,leave_one_genre_out,Ridge,pop
pearson,amazement,0.07510318982062283,leave_one_genre_out,Ridge,pop
spearman,amazement,0.04849477969353804,leave_one_genre_out,Ridge,pop
ece,amazement,0.038076805129433455,leave_one_genre_out,Ridge,pop
mae,solemnity,0.10907890645623697,leave_one_genre_out,Ridge,pop
pearson,solemnity,0.3145045137043053,leave_one_genre_out,Ridge,pop
spearman,solemnity,0.34015496977197573,leave_one_genre_out,Ridge,pop
ece,solemnity,0.05049359127791875,leave_one_genre_out,Ridge,pop
mae,tenderness,0.13467736938128724,leave_one_genre_out,Ridge,pop
pearson,tenderness,0.4904417148484539,leave_one_genre_out,Ridge,pop
spearman,tenderness,0.5032826562053468,leave_one_genre_out,Ridge,pop
ece,tenderness,0.0570553567149569,leave_one_genre_out,Ridge,pop
mae,nostalgia,0.13783015237582324,leave_one_genre_out,Ridge,pop
pearson,nostalgia,0.36260914881019024,leave_one_genre_out,Ridge,pop
spearman,nostalgia,0.3908434942784218,leave_one_genre_out,Ridge,pop
ece,nostalgia,0.05422643005969157,leave_one_genre_out,Ridge,pop
mae,calmness,0.16016297687991363,leave_one_genre_out,Ridge,pop
pearson,calmness,0.44029153362499995,leave_one_genre_out,Ridge,pop
spearman,calmness,0.4836754946959959,leave_one_genre_out,Ridge,pop
ece,calmness,0.06549511758574074,leave_one_genre_out,Ridge,pop
mae,power,0.13118554719221986,leave_one_genre_out,Ridge,pop
pearson,power,0.4515200010838408,leave_one_genre_out,Ridge,pop
spearman,power,0.4296968418555471,leave_one_genre_out,Ridge,pop
ece,power,0.07230251430616934,leave_one_genre_out,Ridge,pop
mae,joy,0.15737813957879926,leave_one_genre_out,Ridge,pop
pearson,joy,0.5004892065437209,leave_one_genre_out,Ridge,pop
spearman,joy,0.49096162305802615,leave_one_genre_out,Ridge,pop
ece,joy,0.06527085743776302,leave_one_genre_out,Ridge,pop
mae,tension,0.1144741275777347,leave_one_genre_out,Ridge,pop
pearson,tension,0.50282947741644,leave_one_genre_out,Ridge,pop
